1,8,0.2006
1,15,0.134
1,24,0.24608
1,35,0.23129
1,46,0.1024
2,6,0.21756
2,11,0.171
2,22,0.06838
2,58,0.20708
2,61,0.13141
2,71,0.16329
2,84,0.22493
2,89,0.23581
3,6,0.24287
3,8,0.24968
3,13,0.09403
3,15,0.22187
3,23,0.08125
3,24,0.19547
3,25,0.18244
3,27,0.09613
3,31,0.19203
3,35,0.19656
3,36,0.06014
3,41,0.02552
3,44,0.12443
3,58,0.22992
3,67,0.16844
3,74,0.14855
3,76,0.11529
3,79,0.15404
3,81,0.04502
3,86,0.10935
3,94,0.1725
3,96,0.24083
3,97,0.15693
4,9,0.15767
4,12,0.07259
4,16,0.13285
4,17,0.08835
4,20,0.10964
4,21,0.15986
4,29,0.11129
4,33,0.17969
4,34,0.14552
4,53,0.15008
4,62,0.13977
4,63,0.1523
4,66,0.21036
4,75,0.20423
4,87,0.22535
4,92,0.00811
5,11,0.1154
5,22,0.19206
5,38,0.22829
5,57,0.1772
5,71,0.13298
5,84,0.0363
5,89,0.1337
5,93,0.0927
5,95,0.16457
6,13,0.14988
6,27,0.18701
6,35,0.19288
6,44,0.19085
6,58,0.16836
6,61,0.22389
6,67,0.11782
6,74,0.182
6,86,0.2316
6,97,0.24875
7,10,0.08393
7,19,0.16656
7,23,0.21617
7,30,0.22876
7,31,0.13749
7,47,0.16366
7,49,0.19842
7,54,0.14391
7,55,0.12826
7,60,0.15561
7,69,0.13439
7,76,0.19443
7,78,0.2198
7,80,0.14543
7,82,0.19394
7,85,0.16476
7,90,0.1426
7,91,0.2085
7,94,0.24784
7,96,0.06347
8,15,0.12171
8,23,0.22078
8,24,0.06315
8,25,0.10865
8,31,0.22661
8,41,0.24308
8,46,0.16481
8,49,0.18649
8,64,0.12798
8,76,0.20792
8,79,0.09794
8,81,0.20469
8,86,0.19914
8,90,0.24264
9,12,0.2186
9,16,0.20617
9,17,0.24264
9,20,0.19401
9,21,0.2143
9,26,0.18067
9,29,0.06422
9,33,0.16776
9,39,0.14941
9,48,0.18787
9,53,0.03281
9,62,0.11277
9,63,0.12957
9,72,0.17467
9,75,0.21552
9,78,0.21354
9,91,0.23934
9,92,0.15088
10,19,0.16241
10,30,0.14829
10,31,0.21743
10,47,0.11718
10,52,0.24687
10,54,0.06945
10,55,0.18902
10,60,0.09248
10,69,0.16981
10,70,0.22853
10,78,0.22916
10,80,0.11765
10,82,0.15519
10,85,0.08162
10,90,0.20072
10,91,0.23709
10,96,0.14387
11,22,0.11199
11,61,0.24819
11,71,0.12945
11,84,0.08163
11,89,0.18392
11,93,0.19744
11,95,0.24773
12,16,0.1032
12,17,0.03162
12,20,0.08304
12,21,0.13309
12,29,0.18116
12,32,0.19268
12,33,0.24924
12,34,0.08622
12,51,0.23187
12,53,0.20342
12,59,0.20279
12,62,0.16456
12,63,0.16998
12,66,0.15213
12,77,0.19538
12,87,0.18159
12,92,0.08064
13,23,0.1748
13,27,0.06177
13,35,0.1661
13,36,0.11497
13,41,0.11827
13,42,0.24576
13,44,0.08703
13,58,0.16201
13,67,0.1029
13,74,0.10021
13,76,0.20919
13,79,0.22992
13,81,0.12776
13,86,0.12812
13,94,0.19411
13,97,0.14768
14,38,0.08376
14,40,0.12949
14,45,0.17758
14,48,0.18598
14,50,0.19641
14,57,0.10944
14,87,0.23545
14,89,0.20924
14,93,0.23969
14,95,0.12984
15,23,0.23534
15,24,0.13669
15,25,0.18144
15,35,0.15084
15,41,0.22826
15,46,0.04963
15,64,0.24541
15,67,0.21824
15,76,0.24078
15,79,0.13106
15,81,0.18472
15,86,0.1266
16,17,0.13231
16,20,0.02337
16,21,0.02997
16,29,0.19952
16,32,0.14659
16,34,0.17233
16,40,0.15965
16,45,0.17717
16,48,0.18984
16,50,0.16631
16,53,0.17872
16,62,0.1066
16,63,0.10063
16,66,0.23007
16,77,0.1547
16,87,0.09389
16,92,0.13737
17,20,0.11342
17,21,0.16186
17,29,0.19963
17,32,0.20327
17,34,0.05845
17,51,0.20989
17,53,0.22997
17,59,0.17593
17,62,0.19551
17,63,0.20141
17,66,0.12457
17,68,0.22849
17,77,0.20427
17,87,0.20412
17,92,0.09628
18,43,0.08949
18,56,0.08474
18,75,0.24321
18,88,0.19893
18,99,0.14547
19,33,0.22228
19,54,0.14277
19,60,0.11819
19,72,0.09678
19,75,0.23977
19,78,0.06882
19,80,0.05432
19,85,0.18282
19,91,0.09622
19,94,0.2141
19,96,0.21485
20,21,0.05233
20,29,0.1816
20,32,0.16155
20,34,0.15805
20,40,0.18096
20,45,0.20037
20,48,0.19988
20,50,0.18918
20,53,0.16871
20,62,0.10362
20,63,0.10174
20,66,0.21878
20,77,0.16869
20,87,0.11625
20,92,0.11433
21,29,0.21602
21,32,0.14234
21,34,0.19954
21,40,0.12975
21,45,0.15182
21,48,0.17009
21,50,0.1428
21,53,0.18447
21,62,0.10622
21,63,0.09545
21,77,0.15188
21,87,0.07407
21,92,0.16373
22,58,0.24342
22,61,0.1435
22,71,0.10281
22,84,0.15708
22,89,0.17748
23,24,0.15856
23,25,0.12741
23,27,0.16317
23,31,0.11078
23,36,0.09019
23,41,0.05653
23,44,0.18526
23,49,0.18848
23,55,0.18621
23,64,0.22997
23,67,0.24477
23,69,0.24267
23,74,0.21009
23,76,0.03485
23,79,0.12495
23,81,0.06921
23,86,0.15767
23,90,0.19293
23,94,0.18171
23,96,0.16362
23,97,0.19428
24,25,0.04991
24,31,0.16883
24,36,0.23824
24,41,0.18561
24,46,0.186
24,49,0.14972
24,55,0.20446
24,64,0.12093
24,76,0.14477
24,79,0.042
24,81,0.15084
24,86,0.16785
24,90,0.199
24,96,0.24243
25,31,0.11914
25,36,0.21469
25,41,0.16685
25,46,0.23107
25,49,0.11021
